Trial,Arena,Time bin,Distance moved Center-point Total m,Velocity Center-point Mean m/s
Trial     1,Arena 18,0:01:36-0:01:38,0.00178699,0.000893494
Trial     1,Arena 18,0:01:38-0:01:40,0.00015084,7.54198E-05
Trial     1,Arena 18,0:01:40-0:01:42,0.00339522,0.00169761
Trial     1,Arena 18,0:01:42-0:01:44,0.0031361,0.00156805
Trial     1,Arena 18,0:01:44-0:01:46,0.00306814,0.00153407
Trial     1,Arena 18,0:01:46-0:01:48,0.00122881,0.000614407
Trial     1,Arena 18,0:01:48-0:01:50,7.12125E-05,3.56062E-05
Trial     1,Arena 18,0:01:50-0:01:52,6.90373E-05,3.45187E-05
Trial     1,Arena 18,0:01:52-0:01:54,8.23309E-05,4.11655E-05
Trial     1,Arena 18,0:01:54-0:01:56,0.00286547,0.00143273
Trial     1,Arena 18,0:01:56-0:01:58,0.000548244,0.000274122
Trial     1,Arena 18,0:01:58-0:02:00,0.00308642,0.00154321
Trial     1,Arena 18,0:02:00-0:02:02,0.000317408,0.000634815
Trial     1,Arena 19,0:00:00-0:00:02,4.90815E-05,0.000098163
Trial     1,Arena 19,0:00:02-0:00:04,0.0156898,0.00784488
Trial     1,Arena 19,0:00:04-0:00:06,0.0160182,0.0080091
Trial     1,Arena 19,0:00:06-0:00:08,0.00129007,0.000645033
Trial     1,Arena 19,0:00:08-0:00:10,0.000146595,7.32976E-05
Trial     1,Arena 19,0:00:10-0:00:12,0.00470524,0.00235262
Trial     1,Arena 19,0:00:12-0:00:14,8.83476E-05,4.41738E-05
Trial     1,Arena 19,0:00:14-0:00:16,6.58528E-05,3.29264E-05
Trial     1,Arena 19,0:00:16-0:00:18,7.58359E-05,3.79179E-05
Trial     1,Arena 19,0:00:18-0:00:20,5.02682E-05,2.51341E-05
Trial     1,Arena 19,0:00:20-0:00:22,7.22673E-05,3.61337E-05
Trial     1,Arena 19,0:00:22-0:00:24,2.84076E-05,1.42038E-05
Trial     1,Arena 19,0:00:24-0:00:26,7.59438E-05,3.79719E-05
Trial     1,Arena 19,0:00:26-0:00:28,0.000516267,0.000258133
Trial     1,Arena 19,0:00:28-0:00:30,9.86112E-05,4.93056E-05
Trial     1,Arena 19,0:00:30-0:00:32,0.000511647,0.000255824
Trial     1,Arena 19,0:00:32-0:00:34,0.000988485,0.000494243
Trial     1,Arena 19,0:00:34-0:00:36,0.00408304,0.00204152
Trial     1,Arena 19,0:00:36-0:00:38,0.000628543,0.000314272
Trial     1,Arena 19,0:00:38-0:00:40,0.00191661,0.000958303
Trial     1,Arena 19,0:00:40-0:00:42,0.00291057,0.00145528
Trial     1,Arena 19,0:00:42-0:00:44,0.000226298,0.000113149
Trial     1,Arena 19,0:00:44-0:00:46,0.000974477,0.000487239
Trial     1,Arena 19,0:00:46-0:00:48,0.000100624,0.000050312
Trial     1,Arena 19,0:00:48-0:00:50,0.000138417,6.92084E-05
Trial     1,Arena 19,0:00:50-0:00:52,0.000101019,5.05095E-05
Trial     1,Arena 19,0:00:52-0:00:54,9.10005E-05,4.55002E-05
Trial     1,Arena 19,0:00:54-0:00:56,0.000132577,6.62885E-05
Trial     1,Arena 19,0:00:56-0:00:58,0.000107857,5.39285E-05
Trial     1,Arena 19,0:00:58-0:01:00,9.71781E-05,0.000048589
Trial     1,Arena 19,0:01:00-0:01:02,0.000131569,6.57845E-05
Trial     1,Arena 19,0:01:02-0:01:04,0.000140823,7.04117E-05
Trial     1,Arena 19,0:01:04-0:01:06,0.00016329,8.16452E-05
Trial     1,Arena 19,0:01:06-0:01:08,0.000130382,6.51908E-05
Trial     1,Arena 19,0:01:08-0:01:10,0.000087693,4.38465E-05
Trial     1,Arena 19,0:01:10-0:01:12,8.85658E-05,4.42829E-05
Trial     1,Arena 19,0:01:12-0:01:14,0.000610932,0.000305466
Trial     1,Arena 19,0:01:14-0:01:16,0.000312029,0.000156014
Trial     1,Arena 19,0:01:16-0:01:18,0.00110414,0.000552071
Trial     1,Arena 19,0:01:18-0:01:20,0.00117963,0.000589815
Trial     1,Arena 19,0:01:20-0:01:22,0.000407749,0.000203875
Trial     1,Arena 19,0:01:22-0:01:24,0.00507831,0.00253915
Trial     1,Arena 19,0:01:24-0:01:26,0.00403816,0.00201908
Trial     1,Arena 19,0:01:26-0:01:28,0.00948452,0.00474226
Trial     1,Arena 19,0:01:28-0:01:30,0.00620915,0.00310457
Trial     1,Arena 19,0:01:30-0:01:32,0.00730168,0.00365084
Trial     1,Arena 19,0:01:32-0:01:34,0.00375983,0.00187991
Trial     1,Arena 19,0:01:34-0:01:36,0.00562133,0.00281067
Trial     1,Arena 19,0:01:36-0:01:38,0.00427326,0.00213663
Trial     1,Arena 19,0:01:38-0:01:40,0.00516742,0.00258371
Trial     1,Arena 19,0:01:40-0:01:42,0.00491658,0.00245829
Trial     1,Arena 19,0:01:42-0:01:44,0.00556075,0.00278037
Trial     1,Arena 19,0:01:44-0:01:46,0.00588403,0.00294202
Trial     1,Arena 19,0:01:46-0:01:48,0.0031262,0.0015631
Trial     1,Arena 19,0:01:48-0:01:50,0.00791714,0.00395857
Trial     1,Arena 19,0:01:50-0:01:52,0.00459293,0.00229647
Trial     1,Arena 19,0:01:52-0:01:54,0.0063281,0.00316405
Trial     1,Arena 19,0:01:54-0:01:56,0.00174885,0.000874423
Trial     1,Arena 19,0:01:56-0:01:58,0.00375982,0.00187991
Trial     1,Arena 19,0:01:58-0:02:00,0.00235926,0.00117963
Trial     1,Arena 19,0:02:00-0:02:02,0.000872424,0.00174485
Trial     1,Arena 20,0:00:00-0:00:02,4.11611E-05,8.23223E-05
Trial     1,Arena 20,0:00:02-0:00:04,0.00101319,0.000506597
Trial     1,Arena 20,0:00:04-0:00:06,0.00028334,0.00014167
Trial     1,Arena 20,0:00:06-0:00:08,0.000146959,7.34794E-05
Trial     1,Arena 20,0:00:08-0:00:10,0.000126028,6.30139E-05
Trial     1,Arena 20,0:00:10-0:00:12,6.79144E-05,3.39572E-05
Trial     1,Arena 20,0:00:12-0:00:14,0.000124496,0.000062248
Trial     1,Arena 20,0:00:14-0:00:16,0.000117757,5.88785E-05
Trial     1,Arena 20,0:00:16-0:00:18,0.000132068,6.60339E-05
Trial     1,Arena 20,0:00:18-0:00:20,0.001475,0.000737498
Trial     1,Arena 20,0:00:20-0:00:22,0.000140085,7.00425E-05
Trial     1,Arena 20,0:00:22-0:00:24,4.67457E-05,2.33728E-05
Trial     1,Arena 20,0:00:24-0:00:26,6.30501E-05,0.000031525
Trial     1,Arena 20,0:00:26-0:00:28,8.63162E-05,4.31581E-05
Trial     1,Arena 20,0:00:28-0:00:30,4.76005E-05,2.38002E-05
Trial     1,Arena 20,0:00:30-0:00:32,0.00246458,0.00123229
Trial     1,Arena 20,0:00:32-0:00:34,0.00278283,0.00139141
Trial     1,Arena 20,0:00:34-0:00:36,0.0071558,0.0035779
Trial     1,Arena 20,0:00:36-0:00:38,0.000145821,7.29106E-05
Trial     1,Arena 20,0:00:38-0:00:40,0.00427704,0.00213852
Trial     1,Arena 20,0:00:40-0:00:42,0.00154252,0.000771261
Trial     1,Arena 20,0:00:42-0:00:44,0.000143757,7.18783E-05
Trial     1,Arena 20,0:00:44-0:00:46,0.000110645,5.53225E-05
Trial     1,Arena 20,0:00:46-0:00:48,0.000707395,0.000353698
Trial     1,Arena 20,0:00:48-0:00:50,0.000774507,0.000387254
Trial     1,Arena 20,0:00:50-0:00:52,0.00285789,0.00142895
Trial     1,Arena 20,0:00:52-0:00:54,0.000480795,0.000240398
Trial     1,Arena 20,0:00:54-0:00:56,0.000159252,7.96261E-05
Trial     1,Arena 20,0:00:56-0:00:58,0.00221727,0.00110863
Trial     1,Arena 20,0:00:58-0:01:00,0.00262429,0.00131215
Trial     1,Arena 20,0:01:00-0:01:02,0.00225664,0.00112832
Trial     1,Arena 20,0:01:02-0:01:04,0.00279057,0.00139529
Trial     1,Arena 20,0:01:04-0:01:06,0.00181337,0.000906683
Trial     1,Arena 20,0:01:06-0:01:08,0.000246234,0.000123117
Trial     1,Arena 20,0:01:08-0:01:10,0.000161594,8.07971E-05
Trial     1,Arena 20,0:01:10-0:01:12,0.000119682,5.98411E-05
Trial     1,Arena 20,0:01:12-0:01:14,5.95522E-05,2.97761E-05
Trial     1,Arena 20,0:01:14-0:01:16,0.00171343,0.000856713
Trial     1,Arena 20,0:01:16-0:01:18,0.000481935,0.000240968
Trial     1,Arena 20,0:01:18-0:01:20,0.00360662,0.00180331
Trial     1,Arena 20,0:01:20-0:01:22,0.000661803,0.000330901
Trial     1,Arena 20,0:01:22-0:01:24,0.00129274,0.000646368
Trial     1,Arena 20,0:01:24-0:01:26,0.00238731,0.00119366
Trial     1,Arena 20,0:01:26-0:01:28,0.000766285,0.000383142
Trial     1,Arena 20,0:01:28-0:01:30,0.00272559,0.00136279
Trial     1,Arena 20,0:01:30-0:01:32,0.001662,0.000830999
Trial     1,Arena 20,0:01:32-0:01:34,0.00673773,0.00336887
Trial     1,Arena 20,0:01:34-0:01:36,0.0002334,0.0001167
Trial     1,Arena 20,0:01:36-0:01:38,0.00285318,0.00142659
Trial     1,Arena 20,0:01:38-0:01:40,0.00395594,0.00197797
Trial     1,Arena 20,0:01:40-0:01:42,0.00307184,0.00153592
Trial     1,Arena 20,0:01:42-0:01:44,0.00171275,0.000856375
Trial     1,Arena 20,0:01:44-0:01:46,0.00156695,0.000783477
Trial     1,Arena 20,0:01:46-0:01:48,0.00205769,0.00102885
Trial     1,Arena 20,0:01:48-0:01:50,0.00172947,0.000864737
Trial     1,Arena 20,0:01:50-0:01:52,0.00037918,0.00018959
Trial     1,Arena 20,0:01:52-0:01:54,0.00148624,0.000743121
Trial     1,Arena 20,0:01:54-0:01:56,0.00160968,0.000804839
Trial     1,Arena 20,0:01:56-0:01:58,0.00103869,0.000519345
Trial     1,Arena 20,0:01:58-0:02:00,0.00274409,0.00137205
Trial     1,Arena 20,0:02:00-0:02:02,0.000241879,0.000483759
Trial     1,Arena 21,0:00:00-0:00:02,0.000103712,0.000207424
Trial     1,Arena 21,0:00:02-0:00:04,0.000360063,0.000180032
Trial     1,Arena 21,0:00:04-0:00:06,0.000432933,0.000216466
Trial     1,Arena 21,0:00:06-0:00:08,0.000292953,0.000146477
Trial     1,Arena 21,0:00:08-0:00:10,0.000235056,0.000117528
Trial     1,Arena 21,0:00:10-0:00:12,0.000354235,0.000177117
Trial     1,Arena 21,0:00:12-0:00:14,0.000506296,0.000253148
Trial     1,Arena 21,0:00:14-0:00:16,0.000407051,0.000203525
Trial     1,Arena 21,0:00:16-0:00:18,0.000293462,0.000146731
Trial     1,Arena 21,0:00:18-0:00:20,0.000425891,0.000212946
Trial     1,Arena 21,0:00:20-0:00:22,0.000317978,0.000158989
Trial     1,Arena 21,0:00:22-0:00:24,0.000220764,0.000110382
Trial     1,Arena 21,0:00:24-0:00:26,0.000377396,0.000188698
Trial     1,Arena 21,0:00:26-0:00:28,0.000317541,0.000158771
Trial     1,Arena 21,0:00:28-0:00:30,0.00048655,0.000243275
Trial     1,Arena 21,0:00:30-0:00:32,0.00110204,0.000551018
Trial     1,Arena 21,0:00:32-0:00:34,0.00103759,0.000518797
Trial     1,Arena 21,0:00:34-0:00:36,0.00168302,0.000841508
Trial     1,Arena 21,0:00:36-0:00:38,0.00230092,0.00115046
Trial     1,Arena 21,0:00:38-0:00:40,0.0058225,0.00291125
Trial     1,Arena 21,0:00:40-0:00:42,0.00373987,0.00186993
Trial     1,Arena 21,0:00:42-0:00:44,0.00111472,0.000557361
Trial     1,Arena 21,0:00:44-0:00:46,0.000097865,4.89325E-05
Trial     1,Arena 21,0:00:46-0:00:48,5.08704E-05,2.54352E-05
Trial     1,Arena 21,0:00:48-0:00:50,2.53355E-05,1.26678E-05
Trial     1,Arena 21,0:00:50-0:00:52,0.000136327,6.81634E-05
Trial     1,Arena 21,0:00:52-0:00:54,0.000143993,7.19964E-05
Trial     1,Arena 21,0:00:54-0:00:56,6.22246E-05,3.11123E-05
Trial     1,Arena 21,0:00:56-0:00:58,0.000505172,0.000252586
Trial     1,Arena 21,0:00:58-0:01:00,0.000553915,0.000276958
Trial     1,Arena 21,0:01:00-0:01:02,0.000635579,0.000317789
Trial     1,Arena 21,0:01:02-0:01:04,0.000732219,0.00036611
Trial     1,Arena 21,0:01:04-0:01:06,0.0013326,0.0006663
Trial     1,Arena 21,0:01:06-0:01:08,0.000138907,6.94534E-05
Trial     1,Arena 21,0:01:08-0:01:10,0.000130841,6.54205E-05
Trial     1,Arena 21,0:01:10-0:01:12,0.000129509,6.47543E-05
Trial     1,Arena 21,0:01:12-0:01:14,8.96787E-05,4.48393E-05
Trial     1,Arena 21,0:01:14-0:01:16,0.000103414,5.17069E-05
Trial     1,Arena 21,0:01:16-0:01:18,0.000102132,5.10661E-05
Trial     1,Arena 21,0:01:18-0:01:20,0.000115041,5.75205E-05
Trial     1,Arena 21,0:01:20-0:01:22,9.48434E-05,4.74217E-05
Trial     1,Arena 21,0:01:22-0:01:24,0.000123824,6.19121E-05
Trial     1,Arena 21,0:01:24-0:01:26,5.20222E-05,2.60111E-05
Trial     1,Arena 21,0:01:26-0:01:28,0.000107743,5.38713E-05
Trial     1,Arena 21,0:01:28-0:01:30,7.97788E-05,3.98894E-05
Trial     1,Arena 21,0:01:30-0:01:32,9.81241E-05,0.000049062
Trial     1,Arena 21,0:01:32-0:01:34,5.19866E-05,2.59933E-05
Trial     1,Arena 21,0:01:34-0:01:36,0.000114386,5.71928E-05
Trial     1,Arena 21,0:01:36-0:01:38,8.46947E-05,4.23473E-05
Trial     1,Arena 21,0:01:38-0:01:40,0.000136197,6.80984E-05
Trial     1,Arena 21,0:01:40-0:01:42,8.52943E-05,4.26472E-05
Trial     1,Arena 21,0:01:42-0:01:44,0.000114933,5.74663E-05
Trial     1,Arena 21,0:01:44-0:01:46,8.25075E-05,4.12538E-05
Trial     1,Arena 21,0:01:46-0:01:48,8.38389E-05,4.19195E-05
Trial     1,Arena 21,0:01:48-0:01:50,5.90596E-05,2.95298E-05
Trial     1,Arena 21,0:01:50-0:01:52,0.000137684,6.88422E-05
Trial     1,Arena 21,0:01:52-0:01:54,6.11979E-05,0.000030599
Trial     1,Arena 21,0:01:54-0:01:56,6.37429E-05,3.18715E-05
Trial     1,Arena 21,0:01:56-0:01:58,0.000110996,5.54981E-05
Trial     1,Arena 21,0:01:58-0:02:00,9.79215E-05,4.89608E-05
Trial     1,Arena 21,0:02:00-0:02:02,3.00928E-05,6.01856E-05
Trial     1,Arena 22,0:00:00-0:00:02,3.98778E-05,7.97556E-05
Trial     1,Arena 22,0:00:02-0:00:04,0.000196119,9.80595E-05
Trial     1,Arena 22,0:00:04-0:00:06,0.000450821,0.000225411
Trial     1,Arena 22,0:00:06-0:00:08,0.000246938,0.000123469
Trial     1,Arena 22,0:00:08-0:00:10,0.00021618,0.00010809
Trial     1,Arena 22,0:00:10-0:00:12,0.00045942,0.00022971
Trial     1,Arena 22,0:00:12-0:00:14,0.000392457,0.000196229
Trial     1,Arena 22,0:00:14-0:00:16,0.000337198,0.000168599
Trial     1,Arena 22,0:00:16-0:00:18,0.000578712,0.000289356
Trial     1,Arena 22,0:00:18-0:00:20,0.0104877,0.00524387
Trial     1,Arena 22,0:00:20-0:00:22,0.0139096,0.00695479
Trial     1,Arena 22,0:00:22-0:00:24,0.0176456,0.00882279
Trial     1,Arena 22,0:00:24-0:00:26,0.000916656,0.000458328
Trial     1,Arena 22,0:00:26-0:00:28,0.00142297,0.000711483
Trial     1,Arena 22,0:00:28-0:00:30,0.00481598,0.00240799
Trial     1,Arena 22,0:00:30-0:00:32,0.00375827,0.00187914
Trial     1,Arena 22,0:00:32-0:00:34,0.00127422,0.000637111
Trial     1,Arena 22,0:00:34-0:00:36,0.00251538,0.00125769
Trial     1,Arena 22,0:00:36-0:00:38,0.000338861,0.00016943
Trial     1,Arena 22,0:00:38-0:00:40,8.32878E-05,4.16439E-05
Trial     1,Arena 22,0:00:40-0:00:42,0.00175327,0.000876637
Trial     1,Arena 22,0:00:42-0:00:44,0.000123482,6.17412E-05
Trial     1,Arena 22,0:00:44-0:00:46,4.82118E-05,2.41059E-05
Trial     1,Arena 22,0:00:46-0:00:48,0.000848414,0.000424207
Trial     1,Arena 22,0:00:48-0:00:50,9.72838E-05,4.86419E-05
Trial     1,Arena 22,0:00:50-0:00:52,0.00158926,0.000794628
Trial     1,Arena 22,0:00:52-0:00:54,0.000103171,5.15856E-05
Trial     1,Arena 22,0:00:54-0:00:56,0.0024523,0.00122615
Trial     1,Arena 22,0:00:56-0:00:58,0.00120682,0.00060341
Trial     1,Arena 22,0:00:58-0:01:00,0.000864794,0.000432397
Trial     1,Arena 22,0:01:00-0:01:02,8.30024E-05,4.15012E-05
Trial     1,Arena 22,0:01:02-0:01:04,8.73369E-05,4.36685E-05
Trial     1,Arena 22,0:01:04-0:01:06,0.00131817,0.000659085
Trial     1,Arena 22,0:01:06-0:01:08,0.000394282,0.000197141
Trial     1,Arena 22,0:01:08-0:01:10,9.20867E-05,4.60433E-05
Trial     1,Arena 22,0:01:10-0:01:12,0.000303638,0.000151819
Trial     1,Arena 22,0:01:12-0:01:14,0.000233017,0.000116508
Trial     1,Arena 22,0:01:14-0:01:16,0.000118417,5.92084E-05
Trial     1,Arena 22,0:01:16-0:01:18,0.000905975,0.000452988
Trial     1,Arena 22,0:01:18-0:01:20,0.000331991,0.000165995
Trial     1,Arena 22,0:01:20-0:01:22,8.66743E-05,4.33371E-05
Trial     1,Arena 22,0:01:22-0:01:24,0.000991124,0.000495562
Trial     1,Arena 22,0:01:24-0:01:26,0.000108095,5.40475E-05
Trial     1,Arena 22,0:01:26-0:01:28,9.55146E-05,4.77573E-05
Trial     1,Arena 22,0:01:28-0:01:30,9.11981E-05,4.55991E-05
Trial     1,Arena 22,0:01:30-0:01:32,9.84063E-05,4.92032E-05
Trial     1,Arena 22,0:01:32-0:01:34,8.09716E-05,4.04858E-05
Trial     1,Arena 22,0:01:34-0:01:36,0.00145086,0.000725429
Trial     1,Arena 22,0:01:36-0:01:38,0.000327927,0.000163963
Trial     1,Arena 22,0:01:38-0:01:40,4.87622E-05,2.43811E-05
Trial     1,Arena 22,0:01:40-0:01:42,0.000464027,0.000232013
Trial     1,Arena 22,0:01:42-0:01:44,0.000692685,0.000346343
Trial     1,Arena 22,0:01:44-0:01:46,5.32394E-05,2.66197E-05
Trial     1,Arena 22,0:01:46-0:01:48,0.000120474,6.02372E-05
Trial     1,Arena 22,0:01:48-0:01:50,0.000100179,5.00897E-05
Trial     1,Arena 22,0:01:50-0:01:52,0.000104981,5.24905E-05
Trial     1,Arena 22,0:01:52-0:01:54,0.000106175,5.30873E-05
Trial     1,Arena 22,0:01:54-0:01:56,0.000117898,5.89491E-05
Trial     1,Arena 22,0:01:56-0:01:58,8.90382E-05,4.45191E-05
Trial     1,Arena 22,0:01:58-0:02:00,0.000129389,6.46945E-05
Trial     1,Arena 22,0:02:00-0:02:02,1.73959E-05,3.47917E-05
Trial     2,Arena 1,0:00:00-0:00:02,5.69299E-05,0.00011386
Trial     2,Arena 1,0:00:02-0:00:04,0.000101275,5.06375E-05
Trial     2,Arena 1,0:00:04-0:00:06,8.92339E-05,0.000044617
Trial     2,Arena 1,0:00:06-0:00:08,0.000086962,0.000043481
Trial     2,Arena 1,0:00:08-0:00:10,0.000113367,5.66836E-05
Trial     2,Arena 1,0:00:10-0:00:12,0.000256515,0.000128258
Trial     2,Arena 1,0:00:12-0:00:14,0.000153149,7.65746E-05
Trial     2,Arena 1,0:00:14-0:00:16,0.000105925,5.29626E-05
Trial     2,Arena 1,0:00:16-0:00:18,7.62378E-05,3.81189E-05
Trial     2,Arena 1,0:00:18-0:00:20,0.000196986,9.84932E-05
Trial     2,Arena 1,0:00:20-0:00:22,0.000158333,7.91667E-05
Trial     2,Arena 1,0:00:22-0:00:24,9.33379E-05,0.000046669
Trial     2,Arena 1,0:00:24-0:00:26,0.00018194,9.09698E-05
Trial     2,Arena 1,0:00:26-0:00:28,0.000214379,0.00010719
Trial     2,Arena 1,0:00:28-0:00:30,0.000105618,0.000052809
Trial     2,Arena 1,0:00:30-0:00:32,0.000125188,6.25939E-05
Trial     2,Arena 1,0:00:32-0:00:34,0.00014483,7.24152E-05
Trial     2,Arena 1,0:00:34-0:00:36,0.000464239,0.00023212
Trial     2,Arena 1,0:00:36-0:00:38,0.000126857,6.34284E-05
Trial     2,Arena 1,0:00:38-0:00:40,8.98746E-05,4.49373E-05
Trial     2,Arena 1,0:00:40-0:00:42,0.000122683,6.13414E-05
Trial     2,Arena 1,0:00:42-0:00:44,0.000159925,7.99627E-05
Trial     2,Arena 1,0:00:44-0:00:46,0.000494133,0.000247067
Trial     2,Arena 1,0:00:46-0:00:48,0.00016445,8.22249E-05
Trial     2,Arena 1,0:00:48-0:00:50,0.000135439,6.77195E-05
Trial     2,Arena 1,0:00:50-0:00:52,9.89887E-05,4.94944E-05
Trial     2,Arena 1,0:00:52-0:00:54,0.00020334,0.00010167
Trial     2,Arena 1,0:00:54-0:00:56,0.000106043,5.30215E-05
Trial     2,Arena 1,0:00:56-0:00:58,0.000127772,6.38858E-05
Trial     2,Arena 1,0:00:58-0:01:00,9.21787E-05,4.60893E-05
Trial     2,Arena 1,0:01:00-0:01:02,0.000107586,5.37932E-05
Trial     2,Arena 1,0:01:02-0:01:04,0.000104184,5.20921E-05
Trial     2,Arena 1,0:01:04-0:01:06,8.83219E-05,0.000044161
Trial     2,Arena 1,0:01:06-0:01:08,0.000075942,0.000037971
Trial     2,Arena 1,0:01:08-0:01:10,0.000164022,8.20108E-05
Trial     2,Arena 1,0:01:10-0:01:12,0.000075672,0.000037836
Trial     2,Arena 1,0:01:12-0:01:14,4.14546E-05,2.07273E-05
Trial     2,Arena 1,0:01:14-0:01:16,7.78289E-05,3.89144E-05
Trial     2,Arena 1,0:01:16-0:01:18,7.98358E-05,3.99179E-05
Trial     2,Arena 1,0:01:18-0:01:20,8.07661E-05,0.000040383
Trial     2,Arena 1,0:01:20-0:01:22,8.15178E-05,4.07589E-05
Trial     2,Arena 1,0:01:22-0:01:24,9.62237E-05,4.81119E-05
Trial     2,Arena 1,0:01:24-0:01:26,0.000257259,0.00012863
Trial     2,Arena 1,0:01:26-0:01:28,0.000229354,0.000114677
Trial     2,Arena 1,0:01:28-0:01:30,0.00010499,5.24951E-05
Trial     2,Arena 1,0:01:30-0:01:32,0.000112206,5.61031E-05
Trial     2,Arena 1,0:01:32-0:01:34,0.000119807,5.99037E-05
Trial     2,Arena 1,0:01:34-0:01:36,0.000107058,5.35289E-05
Trial     2,Arena 1,0:01:36-0:01:38,0.000139334,0.000069667
Trial     2,Arena 1,0:01:38-0:01:40,9.15701E-05,0.000045785
Trial     2,Arena 1,0:01:40-0:01:42,0.00025703,0.000128515
Trial     2,Arena 1,0:01:42-0:01:44,0.00012685,0.000063425
Trial     2,Arena 1,0:01:44-0:01:46,0.000130636,0.000065318
Trial     2,Arena 1,0:01:46-0:01:48,8.85444E-05,4.42722E-05
Trial     2,Arena 1,0:01:48-0:01:50,0.000114987,5.74936E-05
Trial     2,Arena 1,0:01:50-0:01:52,0.00170149,0.000850746
Trial     2,Arena 1,0:01:52-0:01:54,0.000133593,6.67967E-05
Trial     2,Arena 1,0:01:54-0:01:56,0.000346623,0.000173311
Trial     2,Arena 1,0:01:56-0:01:58,0.000158124,7.90619E-05
Trial     2,Arena 1,0:01:58-0:02:00,0.000153812,7.69059E-05
Trial     2,Arena 1,0:02:00-0:02:02,8.28951E-05,0.00016579
Trial     2,Arena 2,0:00:00-0:00:02,0.000141036,0.000282072
Trial     2,Arena 2,0:00:02-0:00:04,0.000232148,0.000116074
Trial     2,Arena 2,0:00:04-0:00:06,0.000196508,9.82539E-05
Trial     2,Arena 2,0:00:06-0:00:08,0.000256938,0.000128469
Trial     2,Arena 2,0:00:08-0:00:10,0.000289768,0.000144884
Trial     2,Arena 2,0:00:10-0:00:12,0.000288192,0.000144096
Trial     2,Arena 2,0:00:12-0:00:14,0.000242131,0.000121065
Trial     2,Arena 2,0:00:14-0:00:16,0.00026724,0.00013362
Trial     2,Arena 2,0:00:16-0:00:18,0.000258443,0.000129222
Trial     2,Arena 2,0:00:18-0:00:20,0.000560087,0.000280043
Trial     2,Arena 2,0:00:20-0:00:22,0.000184789,9.23944E-05
Trial     2,Arena 2,0:00:22-0:00:24,0.000250253,0.000125126
Trial     2,Arena 2,0:00:24-0:00:26,0.000189091,9.45457E-05
Trial     2,Arena 2,0:00:26-0:00:28,0.000408656,0.000204328
Trial     2,Arena 2,0:00:28-0:00:30,0.000231205,0.000115602
Trial     2,Arena 2,0:00:30-0:00:32,0.000222493,0.000111246
Trial     2,Arena 2,0:00:32-0:00:34,0.00123036,0.000615182
Trial     2,Arena 2,0:00:34-0:00:36,0.00108389,0.000541944
Trial     2,Arena 2,0:00:36-0:00:38,0.000122746,6.13728E-05
Trial     2,Arena 2,0:00:38-0:00:40,0.000473239,0.000236619
Trial     2,Arena 2,0:00:40-0:00:42,0.000101849,5.09243E-05
Trial     2,Arena 2,0:00:42-0:00:44,0.000273767,0.000136884
Trial     2,Arena 2,0:00:44-0:00:46,0.000148162,7.40812E-05
Trial     2,Arena 2,0:00:46-0:00:48,0.00016492,8.24598E-05
Trial     2,Arena 2,0:00:48-0:00:50,0.000102251,5.11257E-05
Trial     2,Arena 2,0:00:50-0:00:52,6.84766E-05,3.42383E-05
Trial     2,Arena 2,0:00:52-0:00:54,0.000124746,6.23731E-05
Trial     2,Arena 2,0:00:54-0:00:56,0.000128153,6.40765E-05
Trial     2,Arena 2,0:00:56-0:00:58,0.000136437,6.82186E-05
Trial     2,Arena 2,0:00:58-0:01:00,0.000103721,5.18607E-05
Trial     2,Arena 2,0:01:00-0:01:02,0.000100666,0.000050333
Trial     2,Arena 2,0:01:02-0:01:04,8.99339E-05,0.000044967
Trial     2,Arena 2,0:01:04-0:01:06,0.000219513,0.000109757
Trial     2,Arena 2,0:01:06-0:01:08,4.12727E-05,2.06363E-05
Trial     2,Arena 2,0:01:08-0:01:10,0.000153846,7.69228E-05
Trial     2,Arena 2,0:01:10-0:01:12,5.67591E-05,2.83795E-05
Trial     2,Arena 2,0:01:12-0:01:14,0.000109802,0.000054901
Trial     2,Arena 2,0:01:14-0:01:16,0.000121432,6.07161E-05
Trial     2,Arena 2,0:01:16-0:01:18,9.67802E-05,4.83901E-05
Trial     2,Arena 2,0:01:18-0:01:20,9.30563E-05,4.65282E-05
Trial     2,Arena 2,0:01:20-0:01:22,0.000154881,7.74405E-05
Trial     2,Arena 2,0:01:22-0:01:24,9.99797E-05,4.99898E-05
Trial     2,Arena 2,0:01:24-0:01:26,0.000385816,0.000192908
Trial     2,Arena 2,0:01:26-0:01:28,0.00141585,0.000707925
Trial     2,Arena 2,0:01:28-0:01:30,0.000166269,8.31344E-05
Trial     2,Arena 2,0:01:30-0:01:32,0.00282418,0.00141209
Trial     2,Arena 2,0:01:32-0:01:34,0.0021264,0.0010632
Trial     2,Arena 2,0:01:34-0:01:36,5.82893E-05,2.91447E-05
Trial     2,Arena 2,0:01:36-0:01:38,9.63629E-05,4.81814E-05
Trial     2,Arena 2,0:01:38-0:01:40,7.47277E-05,3.73639E-05
Trial     2,Arena 2,0:01:40-0:01:42,0.000167227,8.36136E-05
Trial     2,Arena 2,0:01:42-0:01:44,4.19225E-05,2.09613E-05
Trial     2,Arena 2,0:01:44-0:01:46,0.000810894,0.000405447
Trial     2,Arena 2,0:01:46-0:01:48,8.01262E-05,4.00631E-05
Trial     2,Arena 2,0:01:48-0:01:50,0.000485162,0.000242581
