Trial,Arena,Time bin,Distance moved Center-point Total m,Velocity Center-point Mean m/s
Trial     3,Arena 1,0:01:58-0:02:00,9.14745E-05,4.57373E-05
Trial     3,Arena 1,0:02:00-0:02:02,2.05803E-05,4.11606E-05
Trial     3,Arena 2,0:00:00-0:00:02,9.88675E-06,1.97735E-05
Trial     3,Arena 2,0:00:02-0:00:04,0.000325735,0.000162867
Trial     3,Arena 2,0:00:04-0:00:06,0.000078133,3.90665E-05
Trial     3,Arena 2,0:00:06-0:00:08,0.000568412,0.000284206
Trial     3,Arena 2,0:00:08-0:00:10,0.000117338,5.86688E-05
Trial     3,Arena 2,0:00:10-0:00:12,9.91554E-05,4.95777E-05
Trial     3,Arena 2,0:00:12-0:00:14,0.000146779,7.33894E-05
Trial     3,Arena 2,0:00:14-0:00:16,8.63244E-05,4.31622E-05
Trial     3,Arena 2,0:00:16-0:00:18,0.0090617,0.00453085
Trial     3,Arena 2,0:00:18-0:00:20,0.00880985,0.00440493
Trial     3,Arena 2,0:00:20-0:00:22,0.000133394,6.66972E-05
Trial     3,Arena 2,0:00:22-0:00:24,0.000618905,0.000309452
Trial     3,Arena 2,0:00:24-0:00:26,0.000199306,9.96529E-05
Trial     3,Arena 2,0:00:26-0:00:28,0.000215365,0.000107682
Trial     3,Arena 2,0:00:28-0:00:30,0.000544194,0.000272097
Trial     3,Arena 2,0:00:30-0:00:32,0.000149069,7.45343E-05
Trial     3,Arena 2,0:00:32-0:00:34,0.000123652,6.18261E-05
Trial     3,Arena 2,0:00:34-0:00:36,0.000104765,5.23825E-05
Trial     3,Arena 2,0:00:36-0:00:38,0.00126975,0.000634873
Trial     3,Arena 2,0:00:38-0:00:40,0.000965842,0.000482921
Trial     3,Arena 2,0:00:40-0:00:42,8.71976E-05,4.35988E-05
Trial     3,Arena 2,0:00:42-0:00:44,0.000095331,4.76655E-05
Trial     3,Arena 2,0:00:44-0:00:46,0.00011311,5.65551E-05
Trial     3,Arena 2,0:00:46-0:00:48,0.000288466,0.000144233
Trial     3,Arena 2,0:00:48-0:00:50,0.000132381,6.61904E-05
Trial     3,Arena 2,0:00:50-0:00:52,9.92303E-05,4.96151E-05
Trial     3,Arena 2,0:00:52-0:00:54,0.000208746,0.000104373
Trial     3,Arena 2,0:00:54-0:00:56,0.00028534,0.00014267
Trial     3,Arena 2,0:00:56-0:00:58,0.000737937,0.000368969
Trial     3,Arena 2,0:00:58-0:01:00,0.000171293,8.56464E-05
Trial     3,Arena 2,0:01:00-0:01:02,0.000280648,0.000140324
Trial     3,Arena 2,0:01:02-0:01:04,0.00018535,0.000092675
Trial     3,Arena 2,0:01:04-0:01:06,0.000154075,7.70375E-05
Trial     3,Arena 2,0:01:06-0:01:08,0.000148329,7.41646E-05
Trial     3,Arena 2,0:01:08-0:01:10,0.000100736,0.000050368
Trial     3,Arena 2,0:01:10-0:01:12,0.000132486,6.62429E-05
Trial     3,Arena 2,0:01:12-0:01:14,0.000159532,7.97662E-05
Trial     3,Arena 2,0:01:14-0:01:16,0.000096464,0.000048232
Trial     3,Arena 2,0:01:16-0:01:18,0.000252627,0.000126314
Trial     3,Arena 2,0:01:18-0:01:20,0.00117032,0.000585159
Trial     3,Arena 2,0:01:20-0:01:22,0.00114076,0.000570381
Trial     3,Arena 2,0:01:22-0:01:24,0.000232364,0.000116182
Trial     3,Arena 2,0:01:24-0:01:26,0.000118798,5.93989E-05
Trial     3,Arena 2,0:01:26-0:01:28,6.46208E-05,3.23104E-05
Trial     3,Arena 2,0:01:28-0:01:30,6.00464E-05,3.00232E-05
Trial     3,Arena 2,0:01:30-0:01:32,0.00006953,0.000034765
Trial     3,Arena 2,0:01:32-0:01:34,7.37898E-05,3.68949E-05
Trial     3,Arena 2,0:01:34-0:01:36,0.000162301,8.11506E-05
Trial     3,Arena 2,0:01:36-0:01:38,0.000122372,0.000061186
Trial     3,Arena 2,0:01:38-0:01:40,8.98361E-05,0.000044918
Trial     3,Arena 2,0:01:40-0:01:42,0.000069749,3.48745E-05
Trial     3,Arena 2,0:01:42-0:01:44,0.000125356,6.26781E-05
Trial     3,Arena 2,0:01:44-0:01:46,7.04808E-05,3.52404E-05
Trial     3,Arena 2,0:01:46-0:01:48,9.43849E-05,4.71925E-05
Trial     3,Arena 2,0:01:48-0:01:50,0.000106564,5.32821E-05
Trial     3,Arena 2,0:01:50-0:01:52,0.000204902,0.000102451
Trial     3,Arena 2,0:01:52-0:01:54,0.000114808,5.74041E-05
Trial     3,Arena 2,0:01:54-0:01:56,0.000109587,5.47936E-05
Trial     3,Arena 2,0:01:56-0:01:58,9.26298E-05,4.63149E-05
Trial     3,Arena 2,0:01:58-0:02:00,9.28369E-05,4.64184E-05
Trial     3,Arena 2,0:02:00-0:02:02,1.87613E-05,3.75227E-05
Trial     3,Arena 3,0:00:00-0:00:02,0.00016359,0.000327181
Trial     3,Arena 3,0:00:02-0:00:04,0.000514528,0.000257264
Trial     3,Arena 3,0:00:04-0:00:06,0.000337171,0.000168586
Trial     3,Arena 3,0:00:06-0:00:08,0.000175134,8.75668E-05
Trial     3,Arena 3,0:00:08-0:00:10,0.00646628,0.00323314
Trial     3,Arena 3,0:00:10-0:00:12,0.000424804,0.000212402
Trial     3,Arena 3,0:00:12-0:00:14,0.000355081,0.00017754
Trial     3,Arena 3,0:00:14-0:00:16,0.000262318,0.000131159
Trial     3,Arena 3,0:00:16-0:00:18,0.000350927,0.000175464
Trial     3,Arena 3,0:00:18-0:00:20,0.000570858,0.000285429
Trial     3,Arena 3,0:00:20-0:00:22,0.012784,0.00639201
Trial     3,Arena 3,0:00:22-0:00:24,0.00118767,0.000593833
Trial     3,Arena 3,0:00:24-0:00:26,0.000706524,0.000353262
Trial     3,Arena 3,0:00:26-0:00:28,0.000533396,0.000266698
Trial     3,Arena 3,0:00:28-0:00:30,0.000400852,0.000200426
Trial     3,Arena 3,0:00:30-0:00:32,0.0012267,0.000613349
Trial     3,Arena 3,0:00:32-0:00:34,0.000230905,0.000115453
Trial     3,Arena 3,0:00:34-0:00:36,0.000712807,0.000356403
Trial     3,Arena 3,0:00:36-0:00:38,0.000166752,8.33762E-05
Trial     3,Arena 3,0:00:38-0:00:40,0.000733037,0.000366519
Trial     3,Arena 3,0:00:40-0:00:42,0.00182337,0.000911685
Trial     3,Arena 3,0:00:42-0:00:44,0.000454242,0.000227121
Trial     3,Arena 3,0:00:44-0:00:46,0.000701107,0.000350554
Trial     3,Arena 3,0:00:46-0:00:48,0.000640282,0.000320141
Trial     3,Arena 3,0:00:48-0:00:50,0.000107982,5.39909E-05
Trial     3,Arena 3,0:00:50-0:00:52,0.000671376,0.000335688
Trial     3,Arena 3,0:00:52-0:00:54,0.000134459,6.72293E-05
Trial     3,Arena 3,0:00:54-0:00:56,0.000999464,0.000499732
Trial     3,Arena 3,0:00:56-0:00:58,0.00110838,0.000554192
Trial     3,Arena 3,0:00:58-0:01:00,0.000110562,5.52808E-05
Trial     3,Arena 3,0:01:00-0:01:02,9.39963E-05,4.69982E-05
Trial     3,Arena 3,0:01:02-0:01:04,0.000992442,0.000496221
Trial     3,Arena 3,0:01:04-0:01:06,8.53807E-05,4.26903E-05
Trial     3,Arena 3,0:01:06-0:01:08,0.0031416,0.0015708
Trial     3,Arena 3,0:01:08-0:01:10,0.000193649,9.68245E-05
Trial     3,Arena 3,0:01:10-0:01:12,5.96368E-05,2.98184E-05
Trial     3,Arena 3,0:01:12-0:01:14,0.000177203,8.86016E-05
Trial     3,Arena 3,0:01:14-0:01:16,0.00192395,0.000961973
Trial     3,Arena 3,0:01:16-0:01:18,0.000122514,6.12572E-05
Trial     3,Arena 3,0:01:18-0:01:20,8.79972E-05,4.39986E-05
Trial     3,Arena 3,0:01:20-0:01:22,0.000262853,0.000131427
Trial     3,Arena 3,0:01:22-0:01:24,0.000915034,0.000457517
Trial     3,Arena 3,0:01:24-0:01:26,0.000108529,5.42643E-05
Trial     3,Arena 3,0:01:26-0:01:28,0.000503371,0.000251685
Trial     3,Arena 3,0:01:28-0:01:30,9.96717E-05,4.98359E-05
Trial     3,Arena 3,0:01:30-0:01:32,6.18305E-05,3.09153E-05
Trial     3,Arena 3,0:01:32-0:01:34,8.03621E-05,4.01811E-05
Trial     3,Arena 3,0:01:34-0:01:36,0.00048725,0.000243625
Trial     3,Arena 3,0:01:36-0:01:38,0.000664163,0.000332081
Trial     3,Arena 3,0:01:38-0:01:40,0.000169412,8.47058E-05
Trial     3,Arena 3,0:01:40-0:01:42,0.000190354,9.51769E-05
Trial     3,Arena 3,0:01:42-0:01:44,0.000217498,0.000108749
Trial     3,Arena 3,0:01:44-0:01:46,0.000124345,6.21725E-05
Trial     3,Arena 3,0:01:46-0:01:48,0.00010158,5.07902E-05
Trial     3,Arena 3,0:01:48-0:01:50,0.00017389,8.69451E-05
Trial     3,Arena 3,0:01:50-0:01:52,0.000130246,6.51229E-05
Trial     3,Arena 3,0:01:52-0:01:54,0.000230725,0.000115362
Trial     3,Arena 3,0:01:54-0:01:56,0.000137125,6.85625E-05
Trial     3,Arena 3,0:01:56-0:01:58,0.000150533,7.52663E-05
Trial     3,Arena 3,0:01:58-0:02:00,0.00953828,0.00476914
Trial     3,Arena 3,0:02:00-0:02:02,0.000128771,0.000257543
Trial     3,Arena 4,0:00:00-0:00:02,0.00040231,0.00080462
Trial     3,Arena 4,0:00:02-0:00:04,0.000120352,6.01759E-05
Trial     3,Arena 4,0:00:04-0:00:06,0.000137949,6.89743E-05
Trial     3,Arena 4,0:00:06-0:00:08,0.00154656,0.00077328
Trial     3,Arena 4,0:00:08-0:00:10,0.000424535,0.000212267
Trial     3,Arena 4,0:00:10-0:00:12,0.00123624,0.00061812
Trial     3,Arena 4,0:00:12-0:00:14,0.000311831,0.000155916
Trial     3,Arena 4,0:00:14-0:00:16,0.000219179,0.000109589
Trial     3,Arena 4,0:00:16-0:00:18,0.00141767,0.000708833
Trial     3,Arena 4,0:00:18-0:00:20,0.0040932,0.0020466
Trial     3,Arena 4,0:00:20-0:00:22,0.000169591,8.47957E-05
Trial     3,Arena 4,0:00:22-0:00:24,0.000919117,0.000459559
Trial     3,Arena 4,0:00:24-0:00:26,0.000240549,0.000120275
Trial     3,Arena 4,0:00:26-0:00:28,0.000208891,0.000104445
Trial     3,Arena 4,0:00:28-0:00:30,0.00170216,0.000851082
Trial     3,Arena 4,0:00:30-0:00:32,0.00256716,0.00128358
Trial     3,Arena 4,0:00:32-0:00:34,0.00131422,0.000657109
Trial     3,Arena 4,0:00:34-0:00:36,0.00410944,0.00205472
Trial     3,Arena 4,0:00:36-0:00:38,0.00307319,0.0015366
Trial     3,Arena 4,0:00:38-0:00:40,0.00328147,0.00164073
Trial     3,Arena 4,0:00:40-0:00:42,0.00138017,0.000690087
Trial     3,Arena 4,0:00:42-0:00:44,0.001624,0.000811999
Trial     3,Arena 4,0:00:44-0:00:46,0.000493922,0.000246961
Trial     3,Arena 4,0:00:46-0:00:48,0.000736702,0.000368351
Trial     3,Arena 4,0:00:48-0:00:50,0.00170278,0.00085139
Trial     3,Arena 4,0:00:50-0:00:52,0.000147446,7.37232E-05
Trial     3,Arena 4,0:00:52-0:00:54,0.000179424,8.97119E-05
Trial     3,Arena 4,0:00:54-0:00:56,0.000145031,7.25153E-05
Trial     3,Arena 4,0:00:56-0:00:58,0.00164802,0.00082401
Trial     3,Arena 4,0:00:58-0:01:00,0.00405553,0.00202777
Trial     3,Arena 4,0:01:00-0:01:02,0.00292973,0.00146487
Trial     3,Arena 4,0:01:02-0:01:04,0.00357912,0.00178956
Trial     3,Arena 4,0:01:04-0:01:06,0.00718984,0.00359492
Trial     3,Arena 4,0:01:06-0:01:08,0.00543852,0.00271926
Trial     3,Arena 4,0:01:08-0:01:10,0.0005274,0.0002637
Trial     3,Arena 4,0:01:10-0:01:12,0.000157365,7.86826E-05
Trial     3,Arena 4,0:01:12-0:01:14,0.000143845,7.19226E-05
Trial     3,Arena 4,0:01:14-0:01:16,0.00147688,0.000738441
Trial     3,Arena 4,0:01:16-0:01:18,0.000112415,5.62074E-05
Trial     3,Arena 4,0:01:18-0:01:20,0.0012669,0.000633449
Trial     3,Arena 4,0:01:20-0:01:22,0.000322961,0.00016148
Trial     3,Arena 4,0:01:22-0:01:24,0.000145299,7.26495E-05
Trial     3,Arena 4,0:01:24-0:01:26,5.32076E-05,2.66038E-05
Trial     3,Arena 4,0:01:26-0:01:28,7.55196E-05,3.77598E-05
Trial     3,Arena 4,0:01:28-0:01:30,0.000108445,5.42224E-05
Trial     3,Arena 4,0:01:30-0:01:32,0.000256239,0.000128119
Trial     3,Arena 4,0:01:32-0:01:34,0.000130136,6.50679E-05
Trial     3,Arena 4,0:01:34-0:01:36,0.000363296,0.000181648
Trial     3,Arena 4,0:01:36-0:01:38,8.12402E-05,4.06201E-05
Trial     3,Arena 4,0:01:38-0:01:40,0.000152721,7.63604E-05
Trial     3,Arena 4,0:01:40-0:01:42,0.00064653,0.000323265
Trial     3,Arena 4,0:01:42-0:01:44,0.00665398,0.00332699
Trial     3,Arena 4,0:01:44-0:01:46,0.0131887,0.00659436
Trial     3,Arena 4,0:01:46-0:01:48,0.0208245,0.0104123
Trial     3,Arena 4,0:01:48-0:01:50,0.0306678,0.0153339
Trial     3,Arena 4,0:01:50-0:01:52,0.0205088,0.0102544
Trial     3,Arena 4,0:01:52-0:01:54,0.000113651,5.68255E-05
Trial     3,Arena 4,0:01:54-0:01:56,7.23927E-05,3.61964E-05
Trial     3,Arena 4,0:01:56-0:01:58,0.000106347,5.31736E-05
Trial     3,Arena 4,0:01:58-0:02:00,0.000117046,5.85229E-05
Trial     3,Arena 4,0:02:00-0:02:02,4.68522E-06,9.37043E-06
Trial     3,Arena 5,0:00:00-0:00:02,6.17218E-05,0.000123444
Trial     3,Arena 5,0:00:02-0:00:04,0.00214599,0.00107299
Trial     3,Arena 5,0:00:04-0:00:06,0.000309648,0.000154824
Trial     3,Arena 5,0:00:06-0:00:08,0.00147123,0.000735614
Trial     3,Arena 5,0:00:08-0:00:10,0.00105488,0.000527438
Trial     3,Arena 5,0:00:10-0:00:12,0.00147598,0.000737991
Trial     3,Arena 5,0:00:12-0:00:14,0.000936035,0.000468017
Trial     3,Arena 5,0:00:14-0:00:16,0.000803431,0.000401716
Trial     3,Arena 5,0:00:16-0:00:18,0.000560643,0.000280322
Trial     3,Arena 5,0:00:18-0:00:20,0.000921399,0.000460699
Trial     3,Arena 5,0:00:20-0:00:22,0.000560319,0.00028016
Trial     3,Arena 5,0:00:22-0:00:24,0.00116246,0.00058123
Trial     3,Arena 5,0:00:24-0:00:26,0.000677856,0.000338928
Trial     3,Arena 5,0:00:26-0:00:28,0.00114663,0.000573317
Trial     3,Arena 5,0:00:28-0:00:30,0.00012561,0.000062805
Trial     3,Arena 5,0:00:30-0:00:32,0.00146006,0.000730031
Trial     3,Arena 5,0:00:32-0:00:34,0.000240318,0.000120159
Trial     3,Arena 5,0:00:34-0:00:36,0.0051037,0.00255185
Trial     3,Arena 5,0:00:36-0:00:38,0.00293663,0.00146832
Trial     3,Arena 5,0:00:38-0:00:40,0.00372103,0.00186051
Trial     3,Arena 5,0:00:40-0:00:42,0.00200132,0.00100066
Trial     3,Arena 5,0:00:42-0:00:44,0.00786068,0.00393034
Trial     3,Arena 5,0:00:44-0:00:46,0.0120265,0.00601324
Trial     3,Arena 5,0:00:46-0:00:48,0.00492722,0.00246361
Trial     3,Arena 5,0:00:48-0:00:50,0.00551591,0.00275796
Trial     3,Arena 5,0:00:50-0:00:52,0.00214013,0.00107007
Trial     3,Arena 5,0:00:52-0:00:54,0.00438321,0.0021916
Trial     3,Arena 5,0:00:54-0:00:56,0.00177589,0.000887945
Trial     3,Arena 5,0:00:56-0:00:58,0.00306846,0.00153423
Trial     3,Arena 5,0:00:58-0:01:00,0.00124739,0.000623696
Trial     3,Arena 5,0:01:00-0:01:02,0.00270829,0.00135414
Trial     3,Arena 5,0:01:02-0:01:04,0.00255336,0.00127668
Trial     3,Arena 5,0:01:04-0:01:06,0.00246654,0.00123327
Trial     3,Arena 5,0:01:06-0:01:08,0.00335457,0.00167728
Trial     3,Arena 5,0:01:08-0:01:10,0.00146672,0.000733362
Trial     3,Arena 5,0:01:10-0:01:12,0.00109195,0.000545973
Trial     3,Arena 5,0:01:12-0:01:14,0.00114483,0.000572414
Trial     3,Arena 5,0:01:14-0:01:16,0.00130014,0.00065007
Trial     3,Arena 5,0:01:16-0:01:18,0.00160809,0.000804044
Trial     3,Arena 5,0:01:18-0:01:20,0.00182911,0.000914557
Trial     3,Arena 5,0:01:20-0:01:22,0.00114706,0.000573529
Trial     3,Arena 5,0:01:22-0:01:24,0.00364583,0.00182291
Trial     3,Arena 5,0:01:24-0:01:26,0.00354117,0.00177058
Trial     3,Arena 5,0:01:26-0:01:28,0.00185441,0.000927203
Trial     3,Arena 5,0:01:28-0:01:30,0.00249451,0.00124726
Trial     3,Arena 5,0:01:30-0:01:32,0.00101707,0.000508533
Trial     3,Arena 5,0:01:32-0:01:34,0.00229547,0.00114773
Trial     3,Arena 5,0:01:34-0:01:36,0.00098514,0.00049257
Trial     3,Arena 5,0:01:36-0:01:38,0.000861422,0.000430711
Trial     3,Arena 5,0:01:38-0:01:40,0.00898996,0.00449498
Trial     3,Arena 5,0:01:40-0:01:42,0.00841243,0.00420622
Trial     3,Arena 5,0:01:42-0:01:44,0.00104474,0.000522372
Trial     3,Arena 5,0:01:44-0:01:46,0.00101538,0.000507692
Trial     3,Arena 5,0:01:46-0:01:48,0.00135728,0.000678641
Trial     3,Arena 5,0:01:48-0:01:50,0.00178415,0.000892077
Trial     3,Arena 5,0:01:50-0:01:52,0.00554282,0.00277141
Trial     3,Arena 5,0:01:52-0:01:54,0.00272755,0.00136377
Trial     3,Arena 5,0:01:54-0:01:56,0.00632686,0.00316343
Trial     3,Arena 5,0:01:56-0:01:58,0.0022149,0.00110745
Trial     3,Arena 5,0:01:58-0:02:00,0.000825755,0.000412878
Trial     3,Arena 5,0:02:00-0:02:02,0.000014417,0.000028834
Trial     3,Arena 6,0:00:00-0:00:02,0.00151643,0.00303285
Trial     3,Arena 6,0:00:02-0:00:04,0.000185569,9.27846E-05
Trial     3,Arena 6,0:00:04-0:00:06,0.00175539,0.000877693
Trial     3,Arena 6,0:00:06-0:00:08,0.00100309,0.000501543
Trial     3,Arena 6,0:00:08-0:00:10,0.000138213,6.91064E-05
Trial     3,Arena 6,0:00:10-0:00:12,0.00150247,0.000751233
Trial     3,Arena 6,0:00:12-0:00:14,0.00103205,0.000516024
Trial     3,Arena 6,0:00:14-0:00:16,0.000909186,0.000454593
Trial     3,Arena 6,0:00:16-0:00:18,0.000176741,8.83705E-05
Trial     3,Arena 6,0:00:18-0:00:20,0.000717494,0.000358747
Trial     3,Arena 6,0:00:20-0:00:22,8.49245E-05,4.24622E-05
Trial     3,Arena 6,0:00:22-0:00:24,0.00164822,0.000824112
Trial     3,Arena 6,0:00:24-0:00:26,0.000839671,0.000419835
Trial     3,Arena 6,0:00:26-0:00:28,0.00161425,0.000807125
Trial     3,Arena 6,0:00:28-0:00:30,0.000212734,0.000106367
Trial     3,Arena 6,0:00:30-0:00:32,0.00104651,0.000523255
Trial     3,Arena 6,0:00:32-0:00:34,0.000411642,0.000205821
Trial     3,Arena 6,0:00:34-0:00:36,0.00181165,0.000905824
Trial     3,Arena 6,0:00:36-0:00:38,0.0010422,0.000521102
Trial     3,Arena 6,0:00:38-0:00:40,0.00119529,0.000597647
Trial     3,Arena 6,0:00:40-0:00:42,0.00261541,0.00130771
Trial     3,Arena 6,0:00:42-0:00:44,0.00166396,0.000831978
Trial     3,Arena 6,0:00:44-0:00:46,0.000973914,0.000486957
Trial     3,Arena 6,0:00:46-0:00:48,0.000764136,0.000382068
Trial     3,Arena 6,0:00:48-0:00:50,0.000100096,5.00478E-05
Trial     3,Arena 6,0:00:50-0:00:52,0.000098539,4.92695E-05
Trial     3,Arena 6,0:00:52-0:00:54,0.000308235,0.000154118
Trial     3,Arena 6,0:00:54-0:00:56,0.000444439,0.00022222
Trial     3,Arena 6,0:00:56-0:00:58,7.55253E-05,3.77626E-05
Trial     3,Arena 6,0:00:58-0:01:00,0.000191621,9.58104E-05
Trial     3,Arena 6,0:01:00-0:01:02,0.000175266,0.000087633
Trial     3,Arena 6,0:01:02-0:01:04,8.33487E-05,4.16743E-05
Trial     3,Arena 6,0:01:04-0:01:06,0.000512452,0.000256226
Trial     3,Arena 6,0:01:06-0:01:08,9.08148E-05,4.54074E-05
Trial     3,Arena 6,0:01:08-0:01:10,7.95829E-05,3.97915E-05
Trial     3,Arena 6,0:01:10-0:01:12,0.000105353,5.26763E-05
Trial     3,Arena 6,0:01:12-0:01:14,0.000717203,0.000358601
Trial     3,Arena 6,0:01:14-0:01:16,0.000128515,6.42575E-05
Trial     3,Arena 6,0:01:16-0:01:18,0.000145571,7.27855E-05
Trial     3,Arena 6,0:01:18-0:01:20,0.000152224,0.000076112
Trial     3,Arena 6,0:01:20-0:01:22,9.79208E-05,4.89604E-05
Trial     3,Arena 6,0:01:22-0:01:24,0.000167713,8.38567E-05
Trial     3,Arena 6,0:01:24-0:01:26,8.60942E-05,4.30471E-05
Trial     3,Arena 6,0:01:26-0:01:28,0.000145356,7.26782E-05
Trial     3,Arena 6,0:01:28-0:01:30,0.000217137,0.000108568
Trial     3,Arena 6,0:01:30-0:01:32,6.93247E-05,3.46623E-05
Trial     3,Arena 6,0:01:32-0:01:34,0.00010704,0.00005352
Trial     3,Arena 6,0:01:34-0:01:36,0.000234948,0.000117474
Trial     3,Arena 6,0:01:36-0:01:38,0.000124071,6.20357E-05
Trial     3,Arena 6,0:01:38-0:01:40,9.04479E-05,4.52239E-05
Trial     3,Arena 6,0:01:40-0:01:42,0.000163954,8.19771E-05
Trial     3,Arena 6,0:01:42-0:01:44,0.000139177,6.95887E-05
Trial     3,Arena 6,0:01:44-0:01:46,0.000228088,0.000114044
Trial     3,Arena 6,0:01:46-0:01:48,0.000184783,9.23914E-05
Trial     3,Arena 6,0:01:48-0:01:50,0.0014525,0.00072625
Trial     3,Arena 6,0:01:50-0:01:52,0.00019371,0.000096855
Trial     3,Arena 6,0:01:52-0:01:54,0.00045265,0.000226325
Trial     3,Arena 6,0:01:54-0:01:56,0.000201286,0.000100643
Trial     3,Arena 6,0:01:56-0:01:58,0.000437399,0.000218699
Trial     3,Arena 6,0:01:58-0:02:00,0.00024315,0.000121575
Trial     3,Arena 6,0:02:00-0:02:02,4.30369E-05,8.60738E-05
Trial     3,Arena 7,0:00:00-0:00:02,0.000022449,4.48979E-05
Trial     3,Arena 7,0:00:02-0:00:04,0.000130576,6.52879E-05
Trial     3,Arena 7,0:00:04-0:00:06,0.000120015,6.00073E-05
Trial     3,Arena 7,0:00:06-0:00:08,0.000222265,0.000111133
Trial     3,Arena 7,0:00:08-0:00:10,0.000349496,0.000174748
Trial     3,Arena 7,0:00:10-0:00:12,0.000118394,5.91968E-05
Trial     3,Arena 7,0:00:12-0:00:14,0.000292737,0.000146369
Trial     3,Arena 7,0:00:14-0:00:16,0.000252716,0.000126358
Trial     3,Arena 7,0:00:16-0:00:18,0.000314297,0.000157149
Trial     3,Arena 7,0:00:18-0:00:20,0.000503882,0.000251941
Trial     3,Arena 7,0:00:20-0:00:22,0.000296873,0.000148437
Trial     3,Arena 7,0:00:22-0:00:24,0.00013227,6.61351E-05
Trial     3,Arena 7,0:00:24-0:00:26,0.000521521,0.00026076
Trial     3,Arena 7,0:00:26-0:00:28,0.000209385,0.000104692
Trial     3,Arena 7,0:00:28-0:00:30,0.000203853,0.000101927
Trial     3,Arena 7,0:00:30-0:00:32,0.0013463,0.000673149
Trial     3,Arena 7,0:00:32-0:00:34,0.000239169,0.000119584
Trial     3,Arena 7,0:00:34-0:00:36,0.00029698,0.00014849
Trial     3,Arena 7,0:00:36-0:00:38,0.000198584,9.92918E-05
Trial     3,Arena 7,0:00:38-0:00:40,0.000302821,0.000151411
Trial     3,Arena 7,0:00:40-0:00:42,0.000127021,6.35103E-05
Trial     3,Arena 7,0:00:42-0:00:44,0.00072712,0.00036356
Trial     3,Arena 7,0:00:44-0:00:46,0.000891783,0.000445891
Trial     3,Arena 7,0:00:46-0:00:48,0.000203483,0.000101741
Trial     3,Arena 7,0:00:48-0:00:50,0.000250253,0.000125127
Trial     3,Arena 7,0:00:50-0:00:52,0.000566208,0.000283104
Trial     3,Arena 7,0:00:52-0:00:54,0.000643764,0.000321882
Trial     3,Arena 7,0:00:54-0:00:56,0.000112549,5.62747E-05
Trial     3,Arena 7,0:00:56-0:00:58,0.00230077,0.00115039
Trial     3,Arena 7,0:00:58-0:01:00,0.00174888,0.000874441
Trial     3,Arena 7,0:01:00-0:01:02,0.000122594,6.12969E-05
Trial     3,Arena 7,0:01:02-0:01:04,0.00055071,0.000275355
Trial     3,Arena 7,0:01:04-0:01:06,0.001228,0.000614
Trial     3,Arena 7,0:01:06-0:01:08,0.000145507,7.27533E-05
Trial     3,Arena 7,0:01:08-0:01:10,0.000409531,0.000204766
Trial     3,Arena 7,0:01:10-0:01:12,0.00434825,0.00217413
Trial     3,Arena 7,0:01:12-0:01:14,0.000167155,8.35774E-05
Trial     3,Arena 7,0:01:14-0:01:16,0.000935468,0.000467734
Trial     3,Arena 7,0:01:16-0:01:18,0.00102389,0.000511944
Trial     3,Arena 7,0:01:18-0:01:20,0.000168945,8.44724E-05
Trial     3,Arena 7,0:01:20-0:01:22,0.00118794,0.00059397
Trial     3,Arena 7,0:01:22-0:01:24,0.00101011,0.000505057
Trial     3,Arena 7,0:01:24-0:01:26,0.00189113,0.000945565
Trial     3,Arena 7,0:01:26-0:01:28,0.00159905,0.000799525
Trial     3,Arena 7,0:01:28-0:01:30,0.000765544,0.000382772
Trial     3,Arena 7,0:01:30-0:01:32,0.000103809,5.19045E-05
Trial     3,Arena 7,0:01:32-0:01:34,0.000967947,0.000483973
Trial     3,Arena 7,0:01:34-0:01:36,0.00160696,0.000803482
Trial     3,Arena 7,0:01:36-0:01:38,0.000259199,0.0001296
Trial     3,Arena 7,0:01:38-0:01:40,0.000181748,9.08742E-05
Trial     3,Arena 7,0:01:40-0:01:42,0.000852782,0.000426391
Trial     3,Arena 7,0:01:42-0:01:44,0.000123621,6.18103E-05
Trial     3,Arena 7,0:01:44-0:01:46,0.000507035,0.000253518
Trial     3,Arena 7,0:01:46-0:01:48,0.000101263,5.06313E-05
Trial     3,Arena 7,0:01:48-0:01:50,0.000309949,0.000154974
Trial     3,Arena 7,0:01:50-0:01:52,0.000349993,0.000174996
Trial     3,Arena 7,0:01:52-0:01:54,0.000115719,5.78594E-05
Trial     3,Arena 7,0:01:54-0:01:56,0.000366211,0.000183105
Trial     3,Arena 7,0:01:56-0:01:58,0.000416545,0.000208273
Trial     3,Arena 7,0:01:58-0:02:00,0.000165322,0.000082661
Trial     3,Arena 7,0:02:00-0:02:02,0.00140464,0.00280928
Trial     3,Arena 8,0:00:00-0:00:02,2.40009E-05,4.80019E-05
Trial     3,Arena 8,0:00:02-0:00:04,0.000100249,5.01245E-05
Trial     3,Arena 8,0:00:04-0:00:06,0.000100776,5.03878E-05
Trial     3,Arena 8,0:00:06-0:00:08,0.000101718,5.08588E-05
Trial     3,Arena 8,0:00:08-0:00:10,9.19563E-05,4.59782E-05
Trial     3,Arena 8,0:00:10-0:00:12,0.000254451,0.000127226
Trial     3,Arena 8,0:00:12-0:00:14,0.00013427,6.71351E-05
Trial     3,Arena 8,0:00:14-0:00:16,0.000238086,0.000119043
Trial     3,Arena 8,0:00:16-0:00:18,0.000251356,0.000125678
Trial     3,Arena 8,0:00:18-0:00:20,0.000128003,6.40017E-05
