Trial,Arena,Time bin,Distance moved Center-point Total m,Velocity Center-point Mean m/s
Trial     3,Arena 16,0:00:14-0:00:16,0.00151919,0.000759593
Trial     3,Arena 16,0:00:16-0:00:18,8.43026E-05,4.21513E-05
Trial     3,Arena 16,0:00:18-0:00:20,0.000100468,5.02339E-05
Trial     3,Arena 16,0:00:20-0:00:22,0.000104054,0.000052027
Trial     3,Arena 16,0:00:22-0:00:24,7.71128E-05,3.85564E-05
Trial     3,Arena 16,0:00:24-0:00:26,0.00173701,0.000868503
Trial     3,Arena 16,0:00:26-0:00:28,0.000097451,4.87255E-05
Trial     3,Arena 16,0:00:28-0:00:30,0.00129174,0.000645871
Trial     3,Arena 16,0:00:30-0:00:32,0.0010017,0.000500849
Trial     3,Arena 16,0:00:32-0:00:34,0.000099632,0.000049816
Trial     3,Arena 16,0:00:34-0:00:36,0.0025634,0.0012817
Trial     3,Arena 16,0:00:36-0:00:38,0.00309634,0.00154817
Trial     3,Arena 16,0:00:38-0:00:40,0.00187333,0.000936665
Trial     3,Arena 16,0:00:40-0:00:42,0.00181124,0.000905618
Trial     3,Arena 16,0:00:42-0:00:44,5.78727E-05,2.89363E-05
Trial     3,Arena 16,0:00:44-0:00:46,0.000480355,0.000240177
Trial     3,Arena 16,0:00:46-0:00:48,0.000706117,0.000353059
Trial     3,Arena 16,0:00:48-0:00:50,0.000968406,0.000484203
Trial     3,Arena 16,0:00:50-0:00:52,0.00433609,0.00216804
Trial     3,Arena 16,0:00:52-0:00:54,0.00106817,0.000534085
Trial     3,Arena 16,0:00:54-0:00:56,0.00331378,0.00165689
Trial     3,Arena 16,0:00:56-0:00:58,0.00093722,0.00046861
Trial     3,Arena 16,0:00:58-0:01:00,0.000093359,4.66795E-05
Trial     3,Arena 16,0:01:00-0:01:02,0.000106553,5.32765E-05
Trial     3,Arena 16,0:01:02-0:01:04,3.44567E-05,1.72284E-05
Trial     3,Arena 16,0:01:04-0:01:06,8.72594E-05,4.36297E-05
Trial     3,Arena 16,0:01:06-0:01:08,0.000619924,0.000309962
Trial     3,Arena 16,0:01:08-0:01:10,0.000292539,0.000146269
Trial     3,Arena 16,0:01:10-0:01:12,0.00125383,0.000626916
Trial     3,Arena 16,0:01:12-0:01:14,0.000697702,0.000348851
Trial     3,Arena 16,0:01:14-0:01:16,0.000707717,0.000353858
Trial     3,Arena 16,0:01:16-0:01:18,6.79839E-05,3.39919E-05
Trial     3,Arena 16,0:01:18-0:01:20,0.000954466,0.000477233
Trial     3,Arena 16,0:01:20-0:01:22,0.00089725,0.000448625
Trial     3,Arena 16,0:01:22-0:01:24,0.00091895,0.000459475
Trial     3,Arena 16,0:01:24-0:01:26,9.42571E-05,4.71285E-05
Trial     3,Arena 16,0:01:26-0:01:28,0.00070793,0.000353965
Trial     3,Arena 16,0:01:28-0:01:30,0.000326579,0.000163289
Trial     3,Arena 16,0:01:30-0:01:32,0.000349817,0.000174908
Trial     3,Arena 16,0:01:32-0:01:34,0.000997585,0.000498792
Trial     3,Arena 16,0:01:34-0:01:36,0.000172629,8.63144E-05
Trial     3,Arena 16,0:01:36-0:01:38,0.00136338,0.00068169
Trial     3,Arena 16,0:01:38-0:01:40,0.000521851,0.000260925
Trial     3,Arena 16,0:01:40-0:01:42,0.000758047,0.000379023
Trial     3,Arena 16,0:01:42-0:01:44,0.000166877,8.34386E-05
Trial     3,Arena 16,0:01:44-0:01:46,0.000632315,0.000316157
Trial     3,Arena 16,0:01:46-0:01:48,0.00324682,0.00162341
Trial     3,Arena 16,0:01:48-0:01:50,0.000169805,8.49025E-05
Trial     3,Arena 16,0:01:50-0:01:52,5.15353E-05,2.57677E-05
Trial     3,Arena 16,0:01:52-0:01:54,0.000700745,0.000350373
Trial     3,Arena 16,0:01:54-0:01:56,0.00102663,0.000513315
Trial     3,Arena 16,0:01:56-0:01:58,6.13545E-05,3.06772E-05
Trial     3,Arena 16,0:01:58-0:02:00,0.000445626,0.000222813
Trial     3,Arena 16,0:02:00-0:02:02,0.000370722,0.000741445
Trial     3,Arena 17,0:00:00-0:00:02,5.62181E-05,0.000112436
Trial     3,Arena 17,0:00:02-0:00:04,0.000112791,5.63955E-05
Trial     3,Arena 17,0:00:04-0:00:06,9.41325E-05,4.70662E-05
Trial     3,Arena 17,0:00:06-0:00:08,0.000975686,0.000487843
Trial     3,Arena 17,0:00:08-0:00:10,0.000120675,6.03374E-05
Trial     3,Arena 17,0:00:10-0:00:12,9.80343E-05,4.90172E-05
Trial     3,Arena 17,0:00:12-0:00:14,0.000227165,0.000113583
Trial     3,Arena 17,0:00:14-0:00:16,0.00134551,0.000672753
Trial     3,Arena 17,0:00:16-0:00:18,0.000083174,0.000041587
Trial     3,Arena 17,0:00:18-0:00:20,8.60197E-05,4.30098E-05
Trial     3,Arena 17,0:00:20-0:00:22,0.0015456,0.0007728
Trial     3,Arena 17,0:00:22-0:00:24,0.000135775,6.78873E-05
Trial     3,Arena 17,0:00:24-0:00:26,0.000359738,0.000179869
Trial     3,Arena 17,0:00:26-0:00:28,0.000813068,0.000406534
Trial     3,Arena 17,0:00:28-0:00:30,0.000084002,0.000042001
Trial     3,Arena 17,0:00:30-0:00:32,0.00113408,0.000567039
Trial     3,Arena 17,0:00:32-0:00:34,0.00149354,0.000746772
Trial     3,Arena 17,0:00:34-0:00:36,0.000759767,0.000379883
Trial     3,Arena 17,0:00:36-0:00:38,0.000567517,0.000283758
Trial     3,Arena 17,0:00:38-0:00:40,0.000952078,0.000476039
Trial     3,Arena 17,0:00:40-0:00:42,0.000790702,0.000395351
Trial     3,Arena 17,0:00:42-0:00:44,0.00256538,0.00128269
Trial     3,Arena 17,0:00:44-0:00:46,0.000319914,0.000159957
Trial     3,Arena 17,0:00:46-0:00:48,0.00150421,0.000752103
Trial     3,Arena 17,0:00:48-0:00:50,9.48792E-05,4.74396E-05
Trial     3,Arena 17,0:00:50-0:00:52,0.00226746,0.00113373
Trial     3,Arena 17,0:00:52-0:00:54,0.000176788,8.83942E-05
Trial     3,Arena 17,0:00:54-0:00:56,0.00185824,0.000929122
Trial     3,Arena 17,0:00:56-0:00:58,0.00121301,0.000606504
Trial     3,Arena 17,0:00:58-0:01:00,9.86433E-05,4.93217E-05
Trial     3,Arena 17,0:01:00-0:01:02,0.00112348,0.000561742
Trial     3,Arena 17,0:01:02-0:01:04,0.000102885,5.14426E-05
Trial     3,Arena 17,0:01:04-0:01:06,0.000214915,0.000107457
Trial     3,Arena 17,0:01:06-0:01:08,0.000113369,5.66843E-05
Trial     3,Arena 17,0:01:08-0:01:10,0.00011244,5.62198E-05
Trial     3,Arena 17,0:01:10-0:01:12,0.00292436,0.00146218
Trial     3,Arena 17,0:01:12-0:01:14,0.000951559,0.000475779
Trial     3,Arena 17,0:01:14-0:01:16,0.000840967,0.000420484
Trial     3,Arena 17,0:01:16-0:01:18,0.000810598,0.000405299
Trial     3,Arena 17,0:01:18-0:01:20,0.000990408,0.000495204
Trial     3,Arena 17,0:01:20-0:01:22,0.000892035,0.000446018
Trial     3,Arena 17,0:01:22-0:01:24,0.000759803,0.000379901
Trial     3,Arena 17,0:01:24-0:01:26,0.00255792,0.00127896
Trial     3,Arena 17,0:01:26-0:01:28,0.000115976,5.79878E-05
Trial     3,Arena 17,0:01:28-0:01:30,0.000120249,6.01246E-05
Trial     3,Arena 17,0:01:30-0:01:32,0.00173342,0.000866709
Trial     3,Arena 17,0:01:32-0:01:34,0.00026281,0.000131405
Trial     3,Arena 17,0:01:34-0:01:36,0.000306289,0.000153144
Trial     3,Arena 17,0:01:36-0:01:38,0.000121924,6.09619E-05
Trial     3,Arena 17,0:01:38-0:01:40,0.000681202,0.000340601
Trial     3,Arena 17,0:01:40-0:01:42,0.00123055,0.000615273
Trial     3,Arena 17,0:01:42-0:01:44,0.000104605,5.23027E-05
Trial     3,Arena 17,0:01:44-0:01:46,0.000212274,0.000106137
Trial     3,Arena 17,0:01:46-0:01:48,0.000166294,0.000083147
Trial     3,Arena 17,0:01:48-0:01:50,0.000197084,0.000098542
Trial     3,Arena 17,0:01:50-0:01:52,0.000995575,0.000497787
Trial     3,Arena 17,0:01:52-0:01:54,0.000130853,6.54265E-05
Trial     3,Arena 17,0:01:54-0:01:56,0.000955988,0.000477994
Trial     3,Arena 17,0:01:56-0:01:58,7.03543E-05,3.51772E-05
Trial     3,Arena 17,0:01:58-0:02:00,0.000112778,0.000056389
Trial     3,Arena 17,0:02:00-0:02:02,2.87114E-05,5.74227E-05
Trial     3,Arena 18,0:00:00-0:00:02,1.52071E-05,3.04142E-05
Trial     3,Arena 18,0:00:02-0:00:04,0.000060809,3.04045E-05
Trial     3,Arena 18,0:00:04-0:00:06,7.28726E-05,3.64363E-05
Trial     3,Arena 18,0:00:06-0:00:08,0.000109821,5.49107E-05
Trial     3,Arena 18,0:00:08-0:00:10,9.68458E-05,4.84229E-05
Trial     3,Arena 18,0:00:10-0:00:12,5.58721E-05,0.000027936
Trial     3,Arena 18,0:00:12-0:00:14,6.89459E-05,3.44729E-05
Trial     3,Arena 18,0:00:14-0:00:16,0.000055046,0.000027523
Trial     3,Arena 18,0:00:16-0:00:18,0.00138451,0.000692253
Trial     3,Arena 18,0:00:18-0:00:20,0.000199934,0.000099967
Trial     3,Arena 18,0:00:20-0:00:22,9.54833E-05,4.77416E-05
Trial     3,Arena 18,0:00:22-0:00:24,9.11277E-05,4.55638E-05
Trial     3,Arena 18,0:00:24-0:00:26,0.000095508,0.000047754
Trial     3,Arena 18,0:00:26-0:00:28,0.000073669,3.68345E-05
Trial     3,Arena 18,0:00:28-0:00:30,7.25074E-05,3.62537E-05
Trial     3,Arena 18,0:00:30-0:00:32,0.00189624,0.00094812
Trial     3,Arena 18,0:00:32-0:00:34,0.000109014,5.45072E-05
Trial     3,Arena 18,0:00:34-0:00:36,0.000205666,0.000102833
Trial     3,Arena 18,0:00:36-0:00:38,0.000115665,5.78326E-05
Trial     3,Arena 18,0:00:38-0:00:40,0.000193789,9.68947E-05
Trial     3,Arena 18,0:00:40-0:00:42,0.00344458,0.00172229
Trial     3,Arena 18,0:00:42-0:00:44,9.23548E-05,4.61774E-05
Trial     3,Arena 18,0:00:44-0:00:46,0.001374,0.000687002
Trial     3,Arena 18,0:00:46-0:00:48,0.00137792,0.000688961
Trial     3,Arena 18,0:00:48-0:00:50,0.00317445,0.00158722
Trial     3,Arena 18,0:00:50-0:00:52,0.00133672,0.00066836
Trial     3,Arena 18,0:00:52-0:00:54,5.30685E-05,2.65343E-05
Trial     3,Arena 18,0:00:54-0:00:56,0.000102129,5.10644E-05
Trial     3,Arena 18,0:00:56-0:00:58,5.92141E-05,2.96071E-05
Trial     3,Arena 18,0:00:58-0:01:00,0.00015046,7.52301E-05
Trial     3,Arena 18,0:01:00-0:01:02,0.000180601,9.03005E-05
Trial     3,Arena 18,0:01:02-0:01:04,0.00012921,6.46049E-05
Trial     3,Arena 18,0:01:04-0:01:06,0.000121404,6.07022E-05
Trial     3,Arena 18,0:01:06-0:01:08,0.000146113,7.30565E-05
Trial     3,Arena 18,0:01:08-0:01:10,0.000155546,7.77732E-05
Trial     3,Arena 18,0:01:10-0:01:12,0.000281057,0.000140529
Trial     3,Arena 18,0:01:12-0:01:14,0.000128029,6.40147E-05
Trial     3,Arena 18,0:01:14-0:01:16,7.91807E-05,3.95904E-05
Trial     3,Arena 18,0:01:16-0:01:18,9.27984E-05,4.63992E-05
Trial     3,Arena 18,0:01:18-0:01:20,0.000121118,6.05591E-05
Trial     3,Arena 18,0:01:20-0:01:22,9.59153E-05,4.79576E-05
Trial     3,Arena 18,0:01:22-0:01:24,8.63522E-05,4.31761E-05
Trial     3,Arena 18,0:01:24-0:01:26,0.000210268,0.000105134
Trial     3,Arena 18,0:01:26-0:01:28,0.000377385,0.000188692
Trial     3,Arena 18,0:01:28-0:01:30,0.000162347,8.11735E-05
Trial     3,Arena 18,0:01:30-0:01:32,0.000112483,5.62417E-05
Trial     3,Arena 18,0:01:32-0:01:34,0.000135749,6.78744E-05
Trial     3,Arena 18,0:01:34-0:01:36,0.000082979,4.14895E-05
Trial     3,Arena 18,0:01:36-0:01:38,0.000120994,6.04969E-05
Trial     3,Arena 18,0:01:38-0:01:40,8.50117E-05,4.25058E-05
Trial     3,Arena 18,0:01:40-0:01:42,0.00012673,6.33651E-05
Trial     3,Arena 18,0:01:42-0:01:44,0.000901032,0.000450516
Trial     3,Arena 18,0:01:44-0:01:46,0.000164573,8.22863E-05
Trial     3,Arena 18,0:01:46-0:01:48,0.000152511,7.62556E-05
Trial     3,Arena 18,0:01:48-0:01:50,0.000111907,5.59534E-05
Trial     3,Arena 18,0:01:50-0:01:52,0.00017065,8.53248E-05
Trial     3,Arena 18,0:01:52-0:01:54,9.70623E-05,4.85312E-05
Trial     3,Arena 18,0:01:54-0:01:56,0.000153363,7.66816E-05
Trial     3,Arena 18,0:01:56-0:01:58,0.000125902,6.29512E-05
Trial     3,Arena 18,0:01:58-0:02:00,0.000109657,5.48287E-05
Trial     3,Arena 18,0:02:00-0:02:02,5.23635E-05,0.000104727
Trial     3,Arena 19,0:00:00-0:00:02,1.32828E-05,2.65655E-05
Trial     3,Arena 19,0:00:02-0:00:04,0.00194487,0.000972437
Trial     3,Arena 19,0:00:04-0:00:06,0.000097117,4.85585E-05
Trial     3,Arena 19,0:00:06-0:00:08,0.000117515,5.87575E-05
Trial     3,Arena 19,0:00:08-0:00:10,0.000156505,7.82527E-05
Trial     3,Arena 19,0:00:10-0:00:12,0.000174986,8.74929E-05
Trial     3,Arena 19,0:00:12-0:00:14,0.000120447,6.02234E-05
Trial     3,Arena 19,0:00:14-0:00:16,0.00193172,0.000965859
Trial     3,Arena 19,0:00:16-0:00:18,0.00031086,0.00015543
Trial     3,Arena 19,0:00:18-0:00:20,0.000302056,0.000151028
Trial     3,Arena 19,0:00:20-0:00:22,8.63512E-05,4.31756E-05
Trial     3,Arena 19,0:00:22-0:00:24,0.000133998,6.69989E-05
Trial     3,Arena 19,0:00:24-0:00:26,8.98423E-05,4.49212E-05
Trial     3,Arena 19,0:00:26-0:00:28,7.67804E-05,3.83902E-05
Trial     3,Arena 19,0:00:28-0:00:30,5.34788E-05,2.67394E-05
Trial     3,Arena 19,0:00:30-0:00:32,0.000698752,0.000349376
Trial     3,Arena 19,0:00:32-0:00:34,0.000111213,5.56067E-05
Trial     3,Arena 19,0:00:34-0:00:36,5.16673E-05,2.58337E-05
Trial     3,Arena 19,0:00:36-0:00:38,0.000105572,5.27859E-05
Trial     3,Arena 19,0:00:38-0:00:40,0.000141663,7.08315E-05
Trial     3,Arena 19,0:00:40-0:00:42,0.000114104,5.70519E-05
Trial     3,Arena 19,0:00:42-0:00:44,0.000158648,7.93242E-05
Trial     3,Arena 19,0:00:44-0:00:46,8.47065E-05,4.23533E-05
Trial     3,Arena 19,0:00:46-0:00:48,0.0048779,0.00243895
Trial     3,Arena 19,0:00:48-0:00:50,0.00107848,0.000539242
Trial     3,Arena 19,0:00:50-0:00:52,0.0012467,0.00062335
Trial     3,Arena 19,0:00:52-0:00:54,0.000277327,0.000138664
Trial     3,Arena 19,0:00:54-0:00:56,0.00343417,0.00171708
Trial     3,Arena 19,0:00:56-0:00:58,0.00140545,0.000702724
Trial     3,Arena 19,0:00:58-0:01:00,0.000180512,9.02561E-05
Trial     3,Arena 19,0:01:00-0:01:02,6.18784E-05,3.09392E-05
Trial     3,Arena 19,0:01:02-0:01:04,0.000132554,0.000066277
Trial     3,Arena 19,0:01:04-0:01:06,9.34907E-05,4.67454E-05
Trial     3,Arena 19,0:01:06-0:01:08,0.000110785,5.53923E-05
Trial     3,Arena 19,0:01:08-0:01:10,0.000121359,6.06794E-05
Trial     3,Arena 19,0:01:10-0:01:12,7.60902E-05,3.80451E-05
Trial     3,Arena 19,0:01:12-0:01:14,0.000166701,8.33505E-05
Trial     3,Arena 19,0:01:14-0:01:16,0.000110977,5.54884E-05
Trial     3,Arena 19,0:01:16-0:01:18,0.000133064,6.65322E-05
Trial     3,Arena 19,0:01:18-0:01:20,0.00176102,0.00088051
Trial     3,Arena 19,0:01:20-0:01:22,0.000834311,0.000417155
Trial     3,Arena 19,0:01:22-0:01:24,0.00321731,0.00160865
Trial     3,Arena 19,0:01:24-0:01:26,0.000159297,7.96483E-05
Trial     3,Arena 19,0:01:26-0:01:28,0.000154819,7.74093E-05
Trial     3,Arena 19,0:01:28-0:01:30,0.00020664,0.00010332
Trial     3,Arena 19,0:01:30-0:01:32,0.000094547,4.72735E-05
Trial     3,Arena 19,0:01:32-0:01:34,0.000156974,7.84872E-05
Trial     3,Arena 19,0:01:34-0:01:36,0.000107561,5.37806E-05
Trial     3,Arena 19,0:01:36-0:01:38,0.000154882,7.74412E-05
Trial     3,Arena 19,0:01:38-0:01:40,0.000174351,8.71754E-05
Trial     3,Arena 19,0:01:40-0:01:42,0.000166887,8.34433E-05
Trial     3,Arena 19,0:01:42-0:01:44,0.000137173,6.85863E-05
Trial     3,Arena 19,0:01:44-0:01:46,0.00101932,0.000509661
Trial     3,Arena 19,0:01:46-0:01:48,0.000145467,7.27333E-05
Trial     3,Arena 19,0:01:48-0:01:50,0.0022721,0.00113605
Trial     3,Arena 19,0:01:50-0:01:52,0.00156511,0.000782557
Trial     3,Arena 19,0:01:52-0:01:54,0.000163905,8.19524E-05
Trial     3,Arena 19,0:01:54-0:01:56,0.00119094,0.00059547
Trial     3,Arena 19,0:01:56-0:01:58,0.000243908,0.000121954
Trial     3,Arena 19,0:01:58-0:02:00,0.00185157,0.000925783
Trial     3,Arena 19,0:02:00-0:02:02,0.000442732,0.000885465
Trial     3,Arena 20,0:00:00-0:00:02,1.07638E-05,2.15276E-05
Trial     3,Arena 20,0:00:02-0:00:04,0.000111101,5.55506E-05
Trial     3,Arena 20,0:00:04-0:00:06,9.75131E-05,4.87566E-05
Trial     3,Arena 20,0:00:06-0:00:08,8.05522E-05,4.02761E-05
Trial     3,Arena 20,0:00:08-0:00:10,7.23449E-05,3.61724E-05
Trial     3,Arena 20,0:00:10-0:00:12,9.07682E-05,4.53841E-05
Trial     3,Arena 20,0:00:12-0:00:14,5.59726E-05,2.79863E-05
Trial     3,Arena 20,0:00:14-0:00:16,0.000102948,5.14741E-05
Trial     3,Arena 20,0:00:16-0:00:18,9.45426E-05,4.72713E-05
Trial     3,Arena 20,0:00:18-0:00:20,0.000121716,6.08582E-05
Trial     3,Arena 20,0:00:20-0:00:22,5.60639E-05,0.000028032
Trial     3,Arena 20,0:00:22-0:00:24,8.78527E-05,4.39264E-05
Trial     3,Arena 20,0:00:24-0:00:26,0.000162641,8.13206E-05
Trial     3,Arena 20,0:00:26-0:00:28,9.11145E-05,4.55572E-05
Trial     3,Arena 20,0:00:28-0:00:30,8.34102E-05,4.17051E-05
Trial     3,Arena 20,0:00:30-0:00:32,0.00132843,0.000664214
Trial     3,Arena 20,0:00:32-0:00:34,0.00267445,0.00133722
Trial     3,Arena 20,0:00:34-0:00:36,0.00125699,0.000628497
Trial     3,Arena 20,0:00:36-0:00:38,0.00273839,0.0013692
Trial     3,Arena 20,0:00:38-0:00:40,0.00318588,0.00159294
Trial     3,Arena 20,0:00:40-0:00:42,0.00302148,0.00151074
Trial     3,Arena 20,0:00:42-0:00:44,0.00168867,0.000844335
Trial     3,Arena 20,0:00:44-0:00:46,8.01123E-05,4.00561E-05
Trial     3,Arena 20,0:00:46-0:00:48,0.00279925,0.00139963
Trial     3,Arena 20,0:00:48-0:00:50,0.000855692,0.000427846
Trial     3,Arena 20,0:00:50-0:00:52,0.00266949,0.00133474
Trial     3,Arena 20,0:00:52-0:00:54,0.00239676,0.00119838
Trial     3,Arena 20,0:00:54-0:00:56,0.00176975,0.000884874
Trial     3,Arena 20,0:00:56-0:00:58,0.000178955,8.94774E-05
Trial     3,Arena 20,0:00:58-0:01:00,0.00252912,0.00126456
Trial     3,Arena 20,0:01:00-0:01:02,0.000756108,0.000378054
Trial     3,Arena 20,0:01:02-0:01:04,0.000447255,0.000223628
Trial     3,Arena 20,0:01:04-0:01:06,4.92232E-05,2.46116E-05
Trial     3,Arena 20,0:01:06-0:01:08,0.000694491,0.000347246
Trial     3,Arena 20,0:01:08-0:01:10,0.00100621,0.000503104
Trial     3,Arena 20,0:01:10-0:01:12,0.000658987,0.000329494
Trial     3,Arena 20,0:01:12-0:01:14,5.70311E-05,2.85155E-05
Trial     3,Arena 20,0:01:14-0:01:16,0.000123987,6.19935E-05
Trial     3,Arena 20,0:01:16-0:01:18,0.00154272,0.000771359
Trial     3,Arena 20,0:01:18-0:01:20,0.00127988,0.000639939
Trial     3,Arena 20,0:01:20-0:01:22,0.00177164,0.000885819
Trial     3,Arena 20,0:01:22-0:01:24,0.00224986,0.00112493
Trial     3,Arena 20,0:01:24-0:01:26,0.00197795,0.000988974
Trial     3,Arena 20,0:01:26-0:01:28,0.00163949,0.000819744
Trial     3,Arena 20,0:01:28-0:01:30,0.00227258,0.00113629
Trial     3,Arena 20,0:01:30-0:01:32,0.000542508,0.000271254
Trial     3,Arena 20,0:01:32-0:01:34,0.00190827,0.000954135
Trial     3,Arena 20,0:01:34-0:01:36,0.00181443,0.000907214
Trial     3,Arena 20,0:01:36-0:01:38,0.00103992,0.000519961
Trial     3,Arena 20,0:01:38-0:01:40,8.98526E-05,4.49263E-05
Trial     3,Arena 20,0:01:40-0:01:42,9.53719E-05,4.76859E-05
Trial     3,Arena 20,0:01:42-0:01:44,0.00250545,0.00125272
Trial     3,Arena 20,0:01:44-0:01:46,0.00144151,0.000720756
Trial     3,Arena 20,0:01:46-0:01:48,0.00107227,0.000536135
Trial     3,Arena 20,0:01:48-0:01:50,0.000568167,0.000284083
Trial     3,Arena 20,0:01:50-0:01:52,0.000614972,0.000307486
Trial     3,Arena 20,0:01:52-0:01:54,0.000772695,0.000386348
Trial     3,Arena 20,0:01:54-0:01:56,0.00170109,0.000850545
Trial     3,Arena 20,0:01:56-0:01:58,0.000662354,0.000331177
Trial     3,Arena 20,0:01:58-0:02:00,0.00117173,0.000585864
Trial     3,Arena 20,0:02:00-0:02:02,0.000720608,0.00144122
Trial     3,Arena 21,0:00:00-0:00:02,3.29985E-05,0.000065997
Trial     3,Arena 21,0:00:02-0:00:04,0.000127146,6.35728E-05
Trial     3,Arena 21,0:00:04-0:00:06,0.000100944,5.04722E-05
Trial     3,Arena 21,0:00:06-0:00:08,0.000137658,0.000068829
Trial     3,Arena 21,0:00:08-0:00:10,0.000138589,6.92946E-05
Trial     3,Arena 21,0:00:10-0:00:12,0.00242856,0.00121428
Trial     3,Arena 21,0:00:12-0:00:14,7.27543E-05,3.63771E-05
Trial     3,Arena 21,0:00:14-0:00:16,0.000110273,5.51367E-05
Trial     3,Arena 21,0:00:16-0:00:18,0.000999042,0.000499521
Trial     3,Arena 21,0:00:18-0:00:20,8.32218E-05,4.16109E-05
Trial     3,Arena 21,0:00:20-0:00:22,0.000107513,5.37566E-05
Trial     3,Arena 21,0:00:22-0:00:24,6.94013E-05,3.47006E-05
Trial     3,Arena 21,0:00:24-0:00:26,6.27399E-05,0.00003137
Trial     3,Arena 21,0:00:26-0:00:28,0.000090516,0.000045258
Trial     3,Arena 21,0:00:28-0:00:30,6.09908E-05,3.04954E-05
Trial     3,Arena 21,0:00:30-0:00:32,9.92117E-05,4.96059E-05
Trial     3,Arena 21,0:00:32-0:00:34,6.45509E-05,3.22755E-05
Trial     3,Arena 21,0:00:34-0:00:36,4.29749E-05,2.14875E-05
Trial     3,Arena 21,0:00:36-0:00:38,4.75952E-05,2.37976E-05
Trial     3,Arena 21,0:00:38-0:00:40,0.000136499,6.82496E-05
Trial     3,Arena 21,0:00:40-0:00:42,9.56343E-05,4.78172E-05
Trial     3,Arena 21,0:00:42-0:00:44,0.00121411,0.000607054
Trial     3,Arena 21,0:00:44-0:00:46,0.00009095,0.000045475
Trial     3,Arena 21,0:00:46-0:00:48,0.000104972,5.24862E-05
Trial     3,Arena 21,0:00:48-0:00:50,0.000635937,0.000317969
Trial     3,Arena 21,0:00:50-0:00:52,0.000743219,0.00037161
Trial     3,Arena 21,0:00:52-0:00:54,0.000713497,0.000356748
Trial     3,Arena 21,0:00:54-0:00:56,0.00132668,0.000663338
Trial     3,Arena 21,0:00:56-0:00:58,0.00141245,0.000706227
Trial     3,Arena 21,0:00:58-0:01:00,0.000770422,0.000385211
Trial     3,Arena 21,0:01:00-0:01:02,0.00136306,0.000681532
Trial     3,Arena 21,0:01:02-0:01:04,0.00104706,0.000523528
Trial     3,Arena 21,0:01:04-0:01:06,0.00174952,0.00087476
Trial     3,Arena 21,0:01:06-0:01:08,0.0012957,0.000647852
Trial     3,Arena 21,0:01:08-0:01:10,0.000685332,0.000342666
Trial     3,Arena 21,0:01:10-0:01:12,0.000642291,0.000321146
Trial     3,Arena 21,0:01:12-0:01:14,0.00121702,0.00060851
Trial     3,Arena 21,0:01:14-0:01:16,0.00101691,0.000508457
Trial     3,Arena 21,0:01:16-0:01:18,0.000122654,6.13269E-05
Trial     3,Arena 21,0:01:18-0:01:20,0.000316034,0.000158017
Trial     3,Arena 21,0:01:20-0:01:22,0.000661997,0.000330998
Trial     3,Arena 21,0:01:22-0:01:24,0.00039628,0.00019814
Trial     3,Arena 21,0:01:24-0:01:26,0.000230843,0.000115421
Trial     3,Arena 21,0:01:26-0:01:28,7.91176E-05,3.95588E-05
Trial     3,Arena 21,0:01:28-0:01:30,0.000690024,0.000345012
Trial     3,Arena 21,0:01:30-0:01:32,0.0013317,0.000665848
Trial     3,Arena 21,0:01:32-0:01:34,0.00133846,0.00066923
Trial     3,Arena 21,0:01:34-0:01:36,0.000724319,0.00036216
Trial     3,Arena 21,0:01:36-0:01:38,0.00228406,0.00114203
Trial     3,Arena 21,0:01:38-0:01:40,0.00158876,0.000794382
Trial     3,Arena 21,0:01:40-0:01:42,7.69266E-05,3.84633E-05
Trial     3,Arena 21,0:01:42-0:01:44,0.0015787,0.000789349
Trial     3,Arena 21,0:01:44-0:01:46,0.0023627,0.00118135
Trial     3,Arena 21,0:01:46-0:01:48,0.00180993,0.000904966
Trial     3,Arena 21,0:01:48-0:01:50,0.00183903,0.000919514
Trial     3,Arena 21,0:01:50-0:01:52,0.00284709,0.00142354
Trial     3,Arena 21,0:01:52-0:01:54,0.000127603,6.38013E-05
Trial     3,Arena 21,0:01:54-0:01:56,0.000163651,8.18253E-05
Trial     3,Arena 21,0:01:56-0:01:58,0.000125757,6.28784E-05
Trial     3,Arena 21,0:01:58-0:02:00,0.00183676,0.000918381
Trial     3,Arena 21,0:02:00-0:02:02,1.59874E-05,3.19749E-05
Trial     3,Arena 22,0:00:00-0:00:02,4.39425E-05,0.000087885
Trial     3,Arena 22,0:00:02-0:00:04,0.000122752,6.13758E-05
Trial     3,Arena 22,0:00:04-0:00:06,0.000148503,7.42517E-05
Trial     3,Arena 22,0:00:06-0:00:08,0.000186113,9.30566E-05
Trial     3,Arena 22,0:00:08-0:00:10,0.000178251,8.91257E-05
Trial     3,Arena 22,0:00:10-0:00:12,0.00017794,0.00008897
Trial     3,Arena 22,0:00:12-0:00:14,0.000123094,6.15468E-05
Trial     3,Arena 22,0:00:14-0:00:16,0.000133925,6.69625E-05
Trial     3,Arena 22,0:00:16-0:00:18,0.000102577,5.12883E-05
Trial     3,Arena 22,0:00:18-0:00:20,0.000100519,5.02595E-05
Trial     3,Arena 22,0:00:20-0:00:22,0.000116408,0.000058204
Trial     3,Arena 22,0:00:22-0:00:24,0.000127659,6.38293E-05
Trial     3,Arena 22,0:00:24-0:00:26,8.89857E-05,4.44928E-05
Trial     3,Arena 22,0:00:26-0:00:28,0.000177154,8.85771E-05
